Created as New Dataset,Sample 003 By Administrator Date Thursday, December 10 2020
cm-1,%T
2910.00,87.94
2909.00,88.02
2908.00,88.10
2907.00,88.18
2906.00,88.23
2905.00,88.28
2904.00,88.34
2903.00,88.42
2902.00,88.50
2901.00,88.57
2900.00,88.64
2899.00,88.71
2898.00,88.77
2897.00,88.79
2896.00,88.79
2895.00,88.79
2894.00,88.81
2893.00,88.84
2892.00,88.88
2891.00,88.93
2890.00,88.98
2889.00,89.02
2888.00,89.06
2887.00,89.09
2886.00,89.13
2885.00,89.17
2884.00,89.21
2883.00,89.25
2882.00,89.29
2881.00,89.32
2880.00,89.36
2879.00,89.40
2878.00,89.46
2877.00,89.51
2876.00,89.54
2875.00,89.57
2874.00,89.60
2873.00,89.64
2872.00,89.71
2871.00,89.78
2870.00,89.82
2869.00,89.84
2868.00,89.85
2867.00,89.87
2866.00,89.91
2865.00,89.95
2864.00,89.96
2863.00,89.96
2862.00,89.97
2861.00,90.01
2860.00,90.07
2859.00,90.12
2858.00,90.15
2857.00,90.17
2856.00,90.20
2855.00,90.24
2854.00,90.29
2853.00,90.33
2852.00,90.35
2851.00,90.37
2850.00,90.39
2849.00,90.42
2848.00,90.45
2847.00,90.49
2846.00,90.52
2845.00,90.55
2844.00,90.59
2843.00,90.64
2842.00,90.70
2841.00,90.75
2840.00,90.78
2839.00,90.78
2838.00,90.78
2837.00,90.77
2836.00,90.79
2835.00,90.83
2834.00,90.89
2833.00,90.96
2832.00,91.00
2831.00,91.02
2830.00,91.04
2829.00,91.05
2828.00,91.07
2827.00,91.07
2826.00,91.10
2825.00,91.14
2824.00,91.21
2823.00,91.26
2822.00,91.29
2821.00,91.27
2820.00,91.25
2819.00,91.23
2818.00,91.24
2817.00,91.27
2816.00,91.31
2815.00,91.37
2814.00,91.43
2813.00,91.48
2812.00,91.53
2811.00,91.56
2810.00,91.59
2809.00,91.60
2808.00,91.58
2807.00,91.56
2806.00,91.55
2805.00,91.56
2804.00,91.60
2803.00,91.64
2802.00,91.67
2801.00,91.68
2800.00,91.67
2799.00,91.67
2798.00,91.67
2797.00,91.69
2796.00,91.72
2795.00,91.75
2794.00,91.78
2793.00,91.80
2792.00,91.83
2791.00,91.87
2790.00,91.92
2789.00,91.94
2788.00,91.93
2787.00,91.90
2786.00,91.89
2785.00,91.90
2784.00,91.94
2783.00,91.98
2782.00,91.99
2781.00,91.99
2780.00,91.98
2779.00,91.99
2778.00,92.02
2777.00,92.04
2776.00,92.07
2775.00,92.11
2774.00,92.16
2773.00,92.19
2772.00,92.20
2771.00,92.20
2770.00,92.21
2769.00,92.23
2768.00,92.25
2767.00,92.26
2766.00,92.26
2765.00,92.26
2764.00,92.26
2763.00,92.28
2762.00,92.29
2761.00,92.30
2760.00,92.32
2759.00,92.34
2758.00,92.36
2757.00,92.35
2756.00,92.34
2755.00,92.33
2754.00,92.33
2753.00,92.34
2752.00,92.36
2751.00,92.39
2750.00,92.42
2749.00,92.45
2748.00,92.47
2747.00,92.48
2746.00,92.48
2745.00,92.47
2744.00,92.44
2743.00,92.43
2742.00,92.43
2741.00,92.47
2740.00,92.52
2739.00,92.58
2738.00,92.63
2737.00,92.65
2736.00,92.66
2735.00,92.64
2734.00,92.62
2733.00,92.60
2732.00,92.60
2731.00,92.59
2730.00,92.59
2729.00,92.59
2728.00,92.60
2727.00,92.62
2726.00,92.65
2725.00,92.66
2724.00,92.64
2723.00,92.62
2722.00,92.59
2721.00,92.57
2720.00,92.57
2719.00,92.59
2718.00,92.62
2717.00,92.67
2716.00,92.72
2715.00,92.77
2714.00,92.81
2713.00,92.84
2712.00,92.84
2711.00,92.81
2710.00,92.79
2709.00,92.76
2708.00,92.75
2707.00,92.75
2706.00,92.77
2705.00,92.80
2704.00,92.82
2703.00,92.83
2702.00,92.82
2701.00,92.79
2700.00,92.77
2699.00,92.76
2698.00,92.76
2697.00,92.78
2696.00,92.81
2695.00,92.83
2694.00,92.85
2693.00,92.86
2692.00,92.87
2691.00,92.89
2690.00,92.91
2689.00,92.94
2688.00,92.95
2687.00,92.96
2686.00,92.96
2685.00,92.95
2684.00,92.95
2683.00,92.96
2682.00,92.97
2681.00,92.97
2680.00,92.97
2679.00,92.95
2678.00,92.93
2677.00,92.91
2676.00,92.90
2675.00,92.91
2674.00,92.93
2673.00,92.94
2672.00,92.94
2671.00,92.94
2670.00,92.94
2669.00,92.95
2668.00,92.96
2667.00,92.96
2666.00,92.96
2665.00,92.95
2664.00,92.95
2663.00,92.96
2662.00,92.98
2661.00,92.98
2660.00,92.98
2659.00,92.96
2658.00,92.94
2657.00,92.90
2656.00,92.87
2655.00,92.85
2654.00,92.84
2653.00,92.85
2652.00,92.86
2651.00,92.88
2650.00,92.92
2649.00,92.94
2648.00,92.95
2647.00,92.95
2646.00,92.93
2645.00,92.92
2644.00,92.92
2643.00,92.93
2642.00,92.95
2641.00,92.96
2640.00,92.95
2639.00,92.94
2638.00,92.95
2637.00,92.98
2636.00,93.01
2635.00,93.01
2634.00,92.98
2633.00,92.93
2632.00,92.89
2631.00,92.89
2630.00,92.92
2629.00,92.94
2628.00,92.92
2627.00,92.90
2626.00,92.90
2625.00,92.92
2624.00,92.94
2623.00,92.95
2622.00,92.95
2621.00,92.92
2620.00,92.87
2619.00,92.81
2618.00,92.76
2617.00,92.74
2616.00,92.75
2615.00,92.78
2614.00,92.82
2613.00,92.85
2612.00,92.89
2611.00,92.92
2610.00,92.92
2609.00,92.90
2608.00,92.86
2607.00,92.83
2606.00,92.82
2605.00,92.85
2604.00,92.88
