Created as New Dataset,Sample 002 By Administrator Date Thursday, December 10 2020
cm-1,%T
2864.00,89.08
2863.00,89.15
2862.00,89.23
2861.00,89.32
2860.00,89.40
2859.00,89.44
2858.00,89.44
2857.00,89.41
2856.00,89.39
2855.00,89.40
2854.00,89.45
2853.00,89.51
2852.00,89.59
2851.00,89.67
2850.00,89.75
2849.00,89.83
2848.00,89.89
2847.00,89.95
2846.00,90.01
2845.00,90.07
2844.00,90.13
2843.00,90.18
2842.00,90.22
2841.00,90.26
2840.00,90.30
2839.00,90.33
2838.00,90.35
2837.00,90.38
2836.00,90.42
2835.00,90.47
2834.00,90.53
2833.00,90.59
2832.00,90.63
2831.00,90.67
2830.00,90.70
2829.00,90.73
2828.00,90.74
2827.00,90.75
2826.00,90.77
2825.00,90.81
2824.00,90.87
2823.00,90.93
2822.00,90.96
2821.00,90.98
2820.00,91.00
2819.00,91.02
2818.00,91.07
2817.00,91.11
2816.00,91.17
2815.00,91.23
2814.00,91.27
2813.00,91.30
2812.00,91.32
2811.00,91.34
2810.00,91.36
2809.00,91.37
2808.00,91.38
2807.00,91.40
2806.00,91.43
2805.00,91.49
2804.00,91.55
2803.00,91.59
2802.00,91.60
2801.00,91.60
2800.00,91.59
2799.00,91.60
2798.00,91.63
2797.00,91.66
2796.00,91.69
2795.00,91.72
2794.00,91.73
2793.00,91.74
2792.00,91.77
2791.00,91.80
2790.00,91.83
2789.00,91.85
2788.00,91.86
2787.00,91.87
2786.00,91.90
2785.00,91.94
2784.00,91.98
2783.00,92.03
2782.00,92.07
2781.00,92.10
2780.00,92.12
2779.00,92.12
2778.00,92.11
2777.00,92.10
2776.00,92.11
2775.00,92.16
2774.00,92.21
2773.00,92.25
2772.00,92.26
2771.00,92.25
2770.00,92.24
2769.00,92.26
2768.00,92.30
2767.00,92.36
2766.00,92.41
2765.00,92.45
2764.00,92.47
2763.00,92.48
2762.00,92.48
2761.00,92.47
2760.00,92.47
2759.00,92.48
2758.00,92.51
2757.00,92.53
2756.00,92.56
2755.00,92.58
2754.00,92.61
2753.00,92.65
2752.00,92.69
2751.00,92.71
2750.00,92.72
2749.00,92.72
2748.00,92.72
2747.00,92.73
2746.00,92.75
2745.00,92.75
2744.00,92.74
2743.00,92.72
2742.00,92.72
2741.00,92.74
2740.00,92.79
2739.00,92.86
2738.00,92.93
2737.00,92.98
2736.00,92.98
2735.00,92.96
2734.00,92.93
2733.00,92.92
2732.00,92.93
2731.00,92.95
2730.00,92.99
2729.00,93.01
2728.00,93.02
2727.00,93.02
2726.00,93.02
2725.00,93.03
