Created as New Dataset,Sample 004 By Administrator Date Thursday, December 10 2020
cm-1,%T
3369.00,50.51
3368.00,50.45
3367.00,50.41
3366.00,50.38
3365.00,50.34
3364.00,50.29
3363.00,50.22
3362.00,50.17
3361.00,50.15
3360.00,50.17
3359.00,50.19
3358.00,50.18
3357.00,50.15
3356.00,50.09
3355.00,50.04
3354.00,50.01
3353.00,50.00
3352.00,49.99
3351.00,49.97
3350.00,49.94
3349.00,49.92
3348.00,49.92
3347.00,49.94
3346.00,49.98
3345.00,50.00
3344.00,50.00
3343.00,49.96
3342.00,49.91
3341.00,49.85
3340.00,49.80
3339.00,49.77
3338.00,49.75
3337.00,49.76
3336.00,49.77
3335.00,49.75
3334.00,49.72
3333.00,49.70
3332.00,49.69
3331.00,49.69
3330.00,49.70
3329.00,49.69
3328.00,49.67
3327.00,49.67
3326.00,49.68
3325.00,49.71
3324.00,49.75
3323.00,49.76
3322.00,49.75
3321.00,49.74
3320.00,49.73
3319.00,49.74
3318.00,49.76
3317.00,49.79
3316.00,49.80
3315.00,49.78
3314.00,49.73
3313.00,49.67
3312.00,49.62
3311.00,49.60
3310.00,49.59
3309.00,49.59
3308.00,49.62
3307.00,49.68
3306.00,49.75
3305.00,49.81
3304.00,49.82
3303.00,49.78
3302.00,49.74
3301.00,49.70
3300.00,49.67
3299.00,49.65
3298.00,49.64
3297.00,49.68
3296.00,49.75
3295.00,49.82
3294.00,49.87
3293.00,49.89
3292.00,49.90
3291.00,49.89
3290.00,49.88
3289.00,49.86
3288.00,49.84
3287.00,49.82
3286.00,49.80
3285.00,49.80
3284.00,49.81
3283.00,49.84
3282.00,49.88
3281.00,49.91
3280.00,49.93
3279.00,49.95
3278.00,49.98
3277.00,50.01
3276.00,50.03
3275.00,50.02
3274.00,49.99
3273.00,49.96
3272.00,49.94
3271.00,49.94
3270.00,49.94
3269.00,49.93
3268.00,49.91
3267.00,49.91
3266.00,49.92
3265.00,49.95
3264.00,49.95
3263.00,49.94
3262.00,49.93
3261.00,49.92
3260.00,49.95
3259.00,49.99
3258.00,50.02
3257.00,50.02
3256.00,50.01
3255.00,49.99
3254.00,50.00
3253.00,50.01
3252.00,50.04
3251.00,50.06
3250.00,50.07
3249.00,50.10
3248.00,50.14
3247.00,50.18
3246.00,50.21
3245.00,50.26
3244.00,50.30
3243.00,50.34
3242.00,50.35
3241.00,50.36
3240.00,50.37
3239.00,50.41
3238.00,50.46
3237.00,50.50
3236.00,50.55
3235.00,50.59
3234.00,50.64
3233.00,50.71
3232.00,50.77
3231.00,50.83
3230.00,50.87
3229.00,50.92
3228.00,50.97
3227.00,51.02
3226.00,51.06
3225.00,51.10
3224.00,51.15
3223.00,51.22
3222.00,51.32
3221.00,51.40
3220.00,51.46
3219.00,51.51
3218.00,51.57
3217.00,51.64
3216.00,51.72
3215.00,51.81
3214.00,51.91
3213.00,52.01
3212.00,52.09
3211.00,52.16
3210.00,52.21
3209.00,52.27
3208.00,52.35
3207.00,52.44
3206.00,52.55
3205.00,52.67
3204.00,52.80
3203.00,52.91
3202.00,53.02
3201.00,53.12
3200.00,53.21
3199.00,53.29
3198.00,53.37
3197.00,53.46
3196.00,53.57
3195.00,53.67
3194.00,53.77
3193.00,53.88
3192.00,54.01
3191.00,54.14
3190.00,54.28
3189.00,54.42
3188.00,54.57
3187.00,54.73
3186.00,54.88
3185.00,55.03
3184.00,55.17
3183.00,55.32
3182.00,55.46
3181.00,55.59
3180.00,55.69
3179.00,55.78
3178.00,55.87
3177.00,55.98
3176.00,56.10
3175.00,56.24
3174.00,56.39
3173.00,56.55
3172.00,56.70
3171.00,56.84
3170.00,56.98
3169.00,57.14
3168.00,57.30
3167.00,57.46
3166.00,57.59
3165.00,57.72
3164.00,57.86
3163.00,57.99
3162.00,58.13
3161.00,58.28
3160.00,58.43
3159.00,58.60
3158.00,58.78
3157.00,58.97
3156.00,59.15
3155.00,59.30
3154.00,59.43
3153.00,59.56
3152.00,59.72
3151.00,59.91
3150.00,60.10
3149.00,60.27
3148.00,60.43
3147.00,60.60
3146.00,60.77
3145.00,60.92
3144.00,61.06
3143.00,61.20
3142.00,61.36
3141.00,61.56
3140.00,61.76
3139.00,61.93
3138.00,62.06
3137.00,62.17
3136.00,62.30
3135.00,62.46
3134.00,62.64
3133.00,62.83
3132.00,63.01
3131.00,63.20
3130.00,63.39
3129.00,63.60
3128.00,63.79
3127.00,63.97
3126.00,64.13
3125.00,64.29
3124.00,64.47
3123.00,64.64
3122.00,64.80
3121.00,64.95
3120.00,65.09
3119.00,65.23
3118.00,65.38
3117.00,65.52
3116.00,65.66
3115.00,65.80
3114.00,65.95
3113.00,66.11
3112.00,66.27
3111.00,66.43
3110.00,66.60
3109.00,66.79
3108.00,67.00
3107.00,67.20
3106.00,67.39
3105.00,67.55
3104.00,67.70
3103.00,67.85
3102.00,67.99
3101.00,68.12
3100.00,68.24
3099.00,68.38
3098.00,68.55
