Created as New Dataset,Sample 001 By Administrator Date Thursday, December 10 2020
cm-1,%T
3099.00,71.39
3098.00,71.59
3097.00,71.81
3096.00,72.02
3095.00,72.18
3094.00,72.32
3093.00,72.47
3092.00,72.65
3091.00,72.86
3090.00,73.08
3089.00,73.27
3088.00,73.45
3087.00,73.62
3086.00,73.78
3085.00,73.94
3084.00,74.10
3083.00,74.25
3082.00,74.36
3081.00,74.47
3080.00,74.60
3079.00,74.80
3078.00,75.04
3077.00,75.28
3076.00,75.48
3075.00,75.63
3074.00,75.77
3073.00,75.94
3072.00,76.13
3071.00,76.33
3070.00,76.51
3069.00,76.67
3068.00,76.84
3067.00,77.01
3066.00,77.19
3065.00,77.37
3064.00,77.55
3063.00,77.72
3062.00,77.88
3061.00,78.04
3060.00,78.19
3059.00,78.34
3058.00,78.49
3057.00,78.65
3056.00,78.80
3055.00,78.94
3054.00,79.08
3053.00,79.22
3052.00,79.38
3051.00,79.54
3050.00,79.68
3049.00,79.81
3048.00,79.93
3047.00,80.06
3046.00,80.21
3045.00,80.38
3044.00,80.53
3043.00,80.68
3042.00,80.80
3041.00,80.93
3040.00,81.05
3039.00,81.16
3038.00,81.29
3037.00,81.42
3036.00,81.57
3035.00,81.74
3034.00,81.90
3033.00,82.05
3032.00,82.19
3031.00,82.32
3030.00,82.45
3029.00,82.59
3028.00,82.73
3027.00,82.89
3026.00,83.05
3025.00,83.21
3024.00,83.36
3023.00,83.50
3022.00,83.61
3021.00,83.71
3020.00,83.80
3019.00,83.90
3018.00,84.01
3017.00,84.15
3016.00,84.29
3015.00,84.42
3014.00,84.53
3013.00,84.64
3012.00,84.77
3011.00,84.89
3010.00,84.99
3009.00,85.06
3008.00,85.12
3007.00,85.18
3006.00,85.28
3005.00,85.41
3004.00,85.59
3003.00,85.77
3002.00,85.94
3001.00,86.08
3000.00,86.18
2999.00,86.26
2998.00,86.32
2997.00,86.39
2996.00,86.48
2995.00,86.59
2994.00,86.72
2993.00,86.82
2992.00,86.90
2991.00,86.97
2990.00,87.05
2989.00,87.14
2988.00,87.24
2987.00,87.35
2986.00,87.46
2985.00,87.57
2984.00,87.68
2983.00,87.78
2982.00,87.87
2981.00,87.95
2980.00,88.03
2979.00,88.09
2978.00,88.15
2977.00,88.19
2976.00,88.26
2975.00,88.35
2974.00,88.47
2973.00,88.57
2972.00,88.64
2971.00,88.69
2970.00,88.74
2969.00,88.79
2968.00,88.87
2967.00,88.96
2966.00,89.07
2965.00,89.18
2964.00,89.30
2963.00,89.41
2962.00,89.51
2961.00,89.60
2960.00,89.67
2959.00,89.72
2958.00,89.76
2957.00,89.78
2956.00,89.81
2955.00,89.85
2954.00,89.91
2953.00,89.98
2952.00,90.07
2951.00,90.17
2950.00,90.27
2949.00,90.37
2948.00,90.45
2947.00,90.51
2946.00,90.55
2945.00,90.60
2944.00,90.67
2943.00,90.75
2942.00,90.83
2941.00,90.93
2940.00,91.03
2939.00,91.14
2938.00,91.22
2937.00,91.28
2936.00,91.32
2935.00,91.35
2934.00,91.40
2933.00,91.45
2932.00,91.49
2931.00,91.54
2930.00,91.60
2929.00,91.67
2928.00,91.73
2927.00,91.78
2926.00,91.81
2925.00,91.86
2924.00,91.93
2923.00,92.00
2922.00,92.07
2921.00,92.13
2920.00,92.20
2919.00,92.27
2918.00,92.33
2917.00,92.39
2916.00,92.43
2915.00,92.47
2914.00,92.50
2913.00,92.53
2912.00,92.57
2911.00,92.61
2910.00,92.66
2909.00,92.71
2908.00,92.76
2907.00,92.82
2906.00,92.88
2905.00,92.97
2904.00,93.08
2903.00,93.18
2902.00,93.24
2901.00,93.28
2900.00,93.30
2899.00,93.34
2898.00,93.38
2897.00,93.41
2896.00,93.44
2895.00,93.45
2894.00,93.46
2893.00,93.46
2892.00,93.45
2891.00,93.49
2890.00,93.55
2889.00,93.63
2888.00,93.69
2887.00,93.73
2886.00,93.77
2885.00,93.81
2884.00,93.82
2883.00,93.84
2882.00,93.85
2881.00,93.89
2880.00,93.93
2879.00,93.99
2878.00,94.06
2877.00,94.13
2876.00,94.19
2875.00,94.24
2874.00,94.27
2873.00,94.30
2872.00,94.31
2871.00,94.32
2870.00,94.33
2869.00,94.36
2868.00,94.39
2867.00,94.42
2866.00,94.47
2865.00,94.52
2864.00,94.57
2863.00,94.61
2862.00,94.66
2861.00,94.73
2860.00,94.81
2859.00,94.87
2858.00,94.90
2857.00,94.92
2856.00,94.93
2855.00,94.96
2854.00,94.98
2853.00,95.00
2852.00,95.04
2851.00,95.10
2850.00,95.17
2849.00,95.22
2848.00,95.23
2847.00,95.23
2846.00,95.25
2845.00,95.26
2844.00,95.27
2843.00,95.27
2842.00,95.28
2841.00,95.31
2840.00,95.35
2839.00,95.38
2838.00,95.39
2837.00,95.38
2836.00,95.39
2835.00,95.41
2834.00,95.46
2833.00,95.51
2832.00,95.56
2831.00,95.59
2830.00,95.61
2829.00,95.63
2828.00,95.63
2827.00,95.63
2826.00,95.63
2825.00,95.66
2824.00,95.69
2823.00,95.71
2822.00,95.71
2821.00,95.70
2820.00,95.69
2819.00,95.72
2818.00,95.76
2817.00,95.81
2816.00,95.85
2815.00,95.88
2814.00,95.90
2813.00,95.93
2812.00,95.95
2811.00,95.99
2810.00,96.03
2809.00,96.06
2808.00,96.08
2807.00,96.09
2806.00,96.08
2805.00,96.08
2804.00,96.07
2803.00,96.07
2802.00,96.09
2801.00,96.11
2800.00,96.14
2799.00,96.18
2798.00,96.21
2797.00,96.22
2796.00,96.23
2795.00,96.25
2794.00,96.27
2793.00,96.30
2792.00,96.35
2791.00,96.41
2790.00,96.46
2789.00,96.48
2788.00,96.47
2787.00,96.44
2786.00,96.41
2785.00,96.41
2784.00,96.43
2783.00,96.47
2782.00,96.51
2781.00,96.52
2780.00,96.52
2779.00,96.53
2778.00,96.55
2777.00,96.58
2776.00,96.63
2775.00,96.66
2774.00,96.68
2773.00,96.68
2772.00,96.67
2771.00,96.65
2770.00,96.65
2769.00,96.65
2768.00,96.66
2767.00,96.69
2766.00,96.72
2765.00,96.76
2764.00,96.80
2763.00,96.82
2762.00,96.83
2761.00,96.81
2760.00,96.79
2759.00,96.79
2758.00,96.81
2757.00,96.83
2756.00,96.84
2755.00,96.84
2754.00,96.85
2753.00,96.86
2752.00,96.89
2751.00,96.90
2750.00,96.91
2749.00,96.91
2748.00,96.90
2747.00,96.90
2746.00,96.90
2745.00,96.90
2744.00,96.89
2743.00,96.90
2742.00,96.93
2741.00,96.98
2740.00,97.03
2739.00,97.09
2738.00,97.12
2737.00,97.13
2736.00,97.11
2735.00,97.07
2734.00,97.04
2733.00,97.01
2732.00,97.00
2731.00,97.00
2730.00,97.02
2729.00,97.04
2728.00,97.05
2727.00,97.06
2726.00,97.06
2725.00,97.08
2724.00,97.10
2723.00,97.09
2722.00,97.06
2721.00,97.02
2720.00,96.99
2719.00,97.01
2718.00,97.06
2717.00,97.13
2716.00,97.19
2715.00,97.24
2714.00,97.27
2713.00,97.26
2712.00,97.23
2711.00,97.20
2710.00,97.18
2709.00,97.20
2708.00,97.22
2707.00,97.25
2706.00,97.27
2705.00,97.27
2704.00,97.26
2703.00,97.25
2702.00,97.24
2701.00,97.24
2700.00,97.25
2699.00,97.26
2698.00,97.27
2697.00,97.28
2696.00,97.28
2695.00,97.28
2694.00,97.28
2693.00,97.28
2692.00,97.30
2691.00,97.35
2690.00,97.39
2689.00,97.42
2688.00,97.43
2687.00,97.42
2686.00,97.40
2685.00,97.39
2684.00,97.39
2683.00,97.39
2682.00,97.40
2681.00,97.40
2680.00,97.40
2679.00,97.40
2678.00,97.39
2677.00,97.39
2676.00,97.39
2675.00,97.40
2674.00,97.40
2673.00,97.40
2672.00,97.39
2671.00,97.39
2670.00,97.41
2669.00,97.43
2668.00,97.45
2667.00,97.46
2666.00,97.47
2665.00,97.47
2664.00,97.45
2663.00,97.43
2662.00,97.42
2661.00,97.42
2660.00,97.43
2659.00,97.45
2658.00,97.46
2657.00,97.45
2656.00,97.41
2655.00,97.37
2654.00,97.36
2653.00,97.38
2652.00,97.42
2651.00,97.45
2650.00,97.47
2649.00,97.47
2648.00,97.44
2647.00,97.42
2646.00,97.40
2645.00,97.41
2644.00,97.42
2643.00,97.43
2642.00,97.43
2641.00,97.40
2640.00,97.37
2639.00,97.35
2638.00,97.36
2637.00,97.37
2636.00,97.39
2635.00,97.39
2634.00,97.38
2633.00,97.39
2632.00,97.40
2631.00,97.43
2630.00,97.45
2629.00,97.47
2628.00,97.47
2627.00,97.45
2626.00,97.43
2625.00,97.41
2624.00,97.40
2623.00,97.40
2622.00,97.42
2621.00,97.44
2620.00,97.44
2619.00,97.42
2618.00,97.39
2617.00,97.39
2616.00,97.41
2615.00,97.43
2614.00,97.45
2613.00,97.46
2612.00,97.48
2611.00,97.50
2610.00,97.51
2609.00,97.49
2608.00,97.46
2607.00,97.44
2606.00,97.42
2605.00,97.42
2604.00,97.44
2603.00,97.47
2602.00,97.49
2601.00,97.49
2600.00,97.46
2599.00,97.42
2598.00,97.39
2597.00,97.39
2596.00,97.41
2595.00,97.45
2594.00,97.47
2593.00,97.45
2592.00,97.42
2591.00,97.39
2590.00,97.41
2589.00,97.45
2588.00,97.47
2587.00,97.44
2586.00,97.37
2585.00,97.32
2584.00,97.34
2583.00,97.41
2582.00,97.50
2581.00,97.55
2580.00,97.55
2579.00,97.50
2578.00,97.45
2577.00,97.41
2576.00,97.40
2575.00,97.42
2574.00,97.44
2573.00,97.46
2572.00,97.45
2571.00,97.43
2570.00,97.40
2569.00,97.40
2568.00,97.42
2567.00,97.44
2566.00,97.46
2565.00,97.46
2564.00,97.46
2563.00,97.46
2562.00,97.46
2561.00,97.44
2560.00,97.43
2559.00,97.43
2558.00,97.43
2557.00,97.42
2556.00,97.41
2555.00,97.40
2554.00,97.41
2553.00,97.40
2552.00,97.39
2551.00,97.37
2550.00,97.35
2549.00,97.33
2548.00,97.31
2547.00,97.31
2546.00,97.31
2545.00,97.32
2544.00,97.32
2543.00,97.31
2542.00,97.30
2541.00,97.30
2540.00,97.31
2539.00,97.32
2538.00,97.31
2537.00,97.31
2536.00,97.30
2535.00,97.31
2534.00,97.32
2533.00,97.32
2532.00,97.32
2531.00,97.33
2530.00,97.34
2529.00,97.34
2528.00,97.34
2527.00,97.36
2526.00,97.38
2525.00,97.39
2524.00,97.38
2523.00,97.34
2522.00,97.32
2521.00,97.33
2520.00,97.37
2519.00,97.42
2518.00,97.47
2517.00,97.48
2516.00,97.46
2515.00,97.43
2514.00,97.42
2513.00,97.42
2512.00,97.43
2511.00,97.42
2510.00,97.40
2509.00,97.37
2508.00,97.34
2507.00,97.34
2506.00,97.33
2505.00,97.31
2504.00,97.28
2503.00,97.27
