Created as New Dataset,Sample 005 By Administrator Date Thursday, December 10 2020
cm-1,%T
3288.00,49.75
3287.00,49.73
3286.00,49.70
3285.00,49.67
3284.00,49.67
3283.00,49.67
3282.00,49.68
3281.00,49.69
3280.00,49.69
3279.00,49.70
3278.00,49.73
3277.00,49.77
3276.00,49.83
3275.00,49.86
3274.00,49.87
3273.00,49.87
3272.00,49.87
3271.00,49.88
3270.00,49.89
3269.00,49.88
3268.00,49.85
3267.00,49.84
3266.00,49.84
3265.00,49.85
3264.00,49.85
3263.00,49.82
3262.00,49.79
3261.00,49.78
3260.00,49.81
3259.00,49.83
3258.00,49.84
3257.00,49.83
3256.00,49.81
3255.00,49.81
3254.00,49.83
3253.00,49.87
3252.00,49.92
3251.00,49.96
3250.00,50.00
3249.00,50.05
3248.00,50.10
3247.00,50.14
3246.00,50.17
3245.00,50.20
3244.00,50.22
3243.00,50.24
3242.00,50.27
3241.00,50.33
3240.00,50.40
3239.00,50.45
3238.00,50.46
3237.00,50.43
3236.00,50.40
3235.00,50.38
3234.00,50.41
3233.00,50.48
3232.00,50.59
3231.00,50.70
3230.00,50.79
3229.00,50.86
3228.00,50.91
3227.00,50.96
3226.00,51.01
3225.00,51.06
3224.00,51.11
3223.00,51.16
3222.00,51.22
3221.00,51.28
3220.00,51.33
3219.00,51.36
3218.00,51.41
3217.00,51.48
3216.00,51.57
3215.00,51.67
3214.00,51.77
3213.00,51.88
3212.00,51.98
3211.00,52.04
3210.00,52.07
3209.00,52.09
3208.00,52.15
3207.00,52.27
3206.00,52.42
3205.00,52.59
3204.00,52.74
3203.00,52.86
3202.00,52.96
3201.00,53.03
3200.00,53.07
3199.00,53.09
3198.00,53.13
3197.00,53.22
3196.00,53.37
3195.00,53.52
3194.00,53.67
3193.00,53.79
3192.00,53.91
3191.00,54.03
3190.00,54.16
3189.00,54.29
3188.00,54.42
3187.00,54.54
3186.00,54.67
3185.00,54.81
3184.00,54.96
3183.00,55.11
3182.00,55.25
3181.00,55.40
3180.00,55.56
3179.00,55.72
3178.00,55.87
3177.00,56.00
3176.00,56.11
3175.00,56.21
3174.00,56.31
3173.00,56.44
3172.00,56.61
3171.00,56.81
3170.00,57.01
3169.00,57.20
3168.00,57.35
3167.00,57.48
3166.00,57.58
3165.00,57.68
3164.00,57.80
3163.00,57.95
3162.00,58.14
3161.00,58.33
3160.00,58.52
3159.00,58.69
3158.00,58.86
3157.00,59.03
3156.00,59.19
3155.00,59.34
3154.00,59.47
3153.00,59.61
3152.00,59.77
3151.00,59.96
3150.00,60.16
