Created as New Dataset,Sample 002 By Administrator Date Tuesday, December 15 2020
cm-1,%T
3054.00,74.87
3053.00,74.99
3052.00,75.08
3051.00,75.19
3050.00,75.34
3049.00,75.53
3048.00,75.73
3047.00,75.90
3046.00,76.04
3045.00,76.16
3044.00,76.28
3043.00,76.42
3042.00,76.59
3041.00,76.80
3040.00,77.01
3039.00,77.20
3038.00,77.36
3037.00,77.48
3036.00,77.56
3035.00,77.64
3034.00,77.73
3033.00,77.85
3032.00,78.01
3031.00,78.16
3030.00,78.30
3029.00,78.41
3028.00,78.52
3027.00,78.63
3026.00,78.75
3025.00,78.88
3024.00,79.03
3023.00,79.18
3022.00,79.32
3021.00,79.41
3020.00,79.48
3019.00,79.55
3018.00,79.67
3017.00,79.84
3016.00,80.05
3015.00,80.25
3014.00,80.40
3013.00,80.48
3012.00,80.52
3011.00,80.58
3010.00,80.68
3009.00,80.80
3008.00,80.91
3007.00,81.00
3006.00,81.07
3005.00,81.15
3004.00,81.25
3003.00,81.37
3002.00,81.48
3001.00,81.56
3000.00,81.63
2999.00,81.71
2998.00,81.80
2997.00,81.88
2996.00,81.95
2995.00,82.00
2994.00,82.04
2993.00,82.07
2992.00,82.10
2991.00,82.13
2990.00,82.19
2989.00,82.26
2988.00,82.33
2987.00,82.39
2986.00,82.45
2985.00,82.50
2984.00,82.54
2983.00,82.56
2982.00,82.58
2981.00,82.59
2980.00,82.58
2979.00,82.55
2978.00,82.56
2977.00,82.62
2976.00,82.71
2975.00,82.77
2974.00,82.78
2973.00,82.76
2972.00,82.76
2971.00,82.81
2970.00,82.88
2969.00,82.94
2968.00,82.97
2967.00,82.97
2966.00,82.99
2965.00,83.03
2964.00,83.10
2963.00,83.18
2962.00,83.25
2961.00,83.34
2960.00,83.45
2959.00,83.58
2958.00,83.70
2957.00,83.79
2956.00,83.84
2955.00,83.86
2954.00,83.88
2953.00,83.93
2952.00,84.00
2951.00,84.04
2950.00,84.06
2949.00,84.09
2948.00,84.15
2947.00,84.26
2946.00,84.39
2945.00,84.49
2944.00,84.52
2943.00,84.50
2942.00,84.46
2941.00,84.46
2940.00,84.51
2939.00,84.58
2938.00,84.65
2937.00,84.71
2936.00,84.76
2935.00,84.82
2934.00,84.88
2933.00,84.97
2932.00,85.08
2931.00,85.17
2930.00,85.21
2929.00,85.20
2928.00,85.18
2927.00,85.19
2926.00,85.25
2925.00,85.32
2924.00,85.40
2923.00,85.51
2922.00,85.64
2921.00,85.77
2920.00,85.87
2919.00,85.91
2918.00,85.92
2917.00,85.93
2916.00,86.00
2915.00,86.13
2914.00,86.31
2913.00,86.50
2912.00,86.66
2911.00,86.78
2910.00,86.88
2909.00,86.99
2908.00,87.10
2907.00,87.19
2906.00,87.24
2905.00,87.29
2904.00,87.34
2903.00,87.43
2902.00,87.51
2901.00,87.58
2900.00,87.62
2899.00,87.66
2898.00,87.70
2897.00,87.77
2896.00,87.86
2895.00,87.95
2894.00,88.03
2893.00,88.09
2892.00,88.12
2891.00,88.14
2890.00,88.18
2889.00,88.24
2888.00,88.33
2887.00,88.41
2886.00,88.46
2885.00,88.47
2884.00,88.46
2883.00,88.46
2882.00,88.48
2881.00,88.52
2880.00,88.59
2879.00,88.69
2878.00,88.80
2877.00,88.87
2876.00,88.90
2875.00,88.93
2874.00,88.98
2873.00,89.04
2872.00,89.09
2871.00,89.11
2870.00,89.13
2869.00,89.17
2868.00,89.25
2867.00,89.35
2866.00,89.45
2865.00,89.53
2864.00,89.60
2863.00,89.67
2862.00,89.75
2861.00,89.81
2860.00,89.85
2859.00,89.85
2858.00,89.84
2857.00,89.84
2856.00,89.87
2855.00,89.92
2854.00,90.00
2853.00,90.10
2852.00,90.18
2851.00,90.24
2850.00,90.25
2849.00,90.27
2848.00,90.31
2847.00,90.37
2846.00,90.44
2845.00,90.49
2844.00,90.55
2843.00,90.63
2842.00,90.72
2841.00,90.81
2840.00,90.86
2839.00,90.88
2838.00,90.87
2837.00,90.87
2836.00,90.91
2835.00,90.98
2834.00,91.07
2833.00,91.13
2832.00,91.17
2831.00,91.19
2830.00,91.20
2829.00,91.22
2828.00,91.26
2827.00,91.32
2826.00,91.40
2825.00,91.48
2824.00,91.54
2823.00,91.55
2822.00,91.52
2821.00,91.48
2820.00,91.46
2819.00,91.49
2818.00,91.56
2817.00,91.63
2816.00,91.69
2815.00,91.73
2814.00,91.79
2813.00,91.88
2812.00,91.95
2811.00,91.98
2810.00,91.97
2809.00,91.94
2808.00,91.94
2807.00,91.97
2806.00,92.01
2805.00,92.04
2804.00,92.08
2803.00,92.09
2802.00,92.10
2801.00,92.08
2800.00,92.09
2799.00,92.13
