Created as New Dataset,Sample 000 By Administrator Date Tuesday, December 15 2020
cm-1,%T
2581.00,93.83
2580.00,93.78
2579.00,93.76
2578.00,93.77
2577.00,93.81
2576.00,93.87
2575.00,93.93
2574.00,93.95
2573.00,93.93
2572.00,93.88
2571.00,93.85
2570.00,93.84
2569.00,93.84
2568.00,93.84
2567.00,93.82
2566.00,93.79
2565.00,93.76
2564.00,93.74
2563.00,93.73
2562.00,93.74
2561.00,93.80
2560.00,93.87
2559.00,93.93
2558.00,93.91
2557.00,93.82
2556.00,93.71
2555.00,93.62
2554.00,93.59
2553.00,93.62
2552.00,93.67
2551.00,93.72
2550.00,93.75
2549.00,93.77
2548.00,93.80
2547.00,93.85
2546.00,93.90
2545.00,93.91
2544.00,93.88
2543.00,93.84
2542.00,93.83
2541.00,93.85
2540.00,93.87
2539.00,93.87
2538.00,93.82
2537.00,93.75
2536.00,93.70
2535.00,93.70
2534.00,93.72
2533.00,93.70
2532.00,93.67
2531.00,93.65
2530.00,93.66
2529.00,93.68
2528.00,93.69
2527.00,93.69
2526.00,93.66
2525.00,93.62
2524.00,93.59
2523.00,93.59
2522.00,93.65
2521.00,93.70
2520.00,93.74
2519.00,93.76
2518.00,93.77
2517.00,93.76
2516.00,93.74
2515.00,93.72
2514.00,93.72
2513.00,93.74
2512.00,93.74
2511.00,93.73
2510.00,93.69
2509.00,93.66
2508.00,93.67
2507.00,93.69
2506.00,93.69
2505.00,93.64
2504.00,93.57
2503.00,93.52
2502.00,93.51
2501.00,93.52
2500.00,93.53
2499.00,93.53
2498.00,93.54
2497.00,93.55
2496.00,93.56
2495.00,93.55
2494.00,93.56
2493.00,93.58
2492.00,93.62
2491.00,93.67
2490.00,93.71
2489.00,93.73
2488.00,93.74
2487.00,93.77
2486.00,93.79
2485.00,93.78
2484.00,93.73
2483.00,93.67
2482.00,93.61
2481.00,93.54
2480.00,93.51
2479.00,93.53
2478.00,93.60
2477.00,93.67
2476.00,93.69
2475.00,93.64
2474.00,93.56
2473.00,93.51
2472.00,93.47
2471.00,93.45
2470.00,93.44
