# Pilot data
21           ! nob
0.1      ! init_vol (L)
0.05          ! Cs (mol/L)
1.0         ! Z
298.15      ! T (K)
0.05      ! adsorbent_mass (g)
1.0        ! SSA (m^2/g)
-0.5      ! Nacid (eq/L)
5.826	0.0
5.827	0.002
5.828	0.004
5.829	0.006
5.888	0.176
5.885	0.202
6.025	0.74
6.133	1.214
6.256	1.716
6.388	2.202
6.528	2.658
6.681	3.088
6.851	3.478
7.02	3.802
7.157	4.096
7.327	4.432
7.489	4.762
7.658	5.106
7.821	5.45
7.993	5.802
8.156	6.146
