# 10000uL_2
58           ! nob
0.119036      ! init_vol (L)
0          ! Cs (mol/L)
1.0         ! Z
298.15      ! T (K)
0.13979999999999998      ! adsorbent_mass (g)
140        ! SSA (m^2/g)
-0.1      ! Nacid (eq/L)
4.011	0.0
4.011	0.002
4.012	0.004
4.012	0.006
4.051	0.288
4.064	0.346
4.135	0.846
4.215	1.434
4.296	2.03
4.376	2.626
4.452	3.224
4.522	3.832
4.602	4.454
4.688	5.06
4.763	5.646
4.854	6.248
4.93	6.816
5.031	7.408
5.124	7.94
5.234	8.49
5.35	9.008
5.484	9.506
5.628	9.95
5.788	10.35
5.961	10.694
6.139	10.98
6.317	11.218
6.484	11.434
6.7	11.69
6.888	11.918
7.087	12.164
7.278	12.414
7.464	12.674
7.638	12.946
7.795	13.24
7.946	13.566
8.071	13.922
8.202	14.334
8.323	14.768
8.441	15.23
8.538	15.708
8.626	16.232
8.729	16.79
8.809	17.334
8.9	17.916
8.986	18.488
9.069	19.066
9.145	19.652
9.231	20.256
9.305	20.842
9.379	21.45
9.481	22.064
9.559	22.626
9.636	23.204
9.741	23.802
9.831	24.352
9.929	24.914
10.018	25.464
