# 2000uL_2
42           ! nob
0.103632      ! init_vol (L)
0          ! Cs (mol/L)
1.0         ! Z
298.15      ! T (K)
0.02796      ! adsorbent_mass (g)
140        ! SSA (m^2/g)
-0.1      ! Nacid (eq/L)
3.899	0.0
3.9	0.002
3.901	0.004
3.902	0.006
4.003	0.196
4.06	0.284
4.241	0.572
4.421	0.868
4.608	1.17
4.798	1.47
5.009	1.766
5.218	2.014
5.438	2.214
5.602	2.33
5.755	2.414
5.895	2.478
6.061	2.538
6.156	2.572
6.505	2.664
6.583	2.68
6.62	2.692
6.652	2.698
6.672	2.702
6.848	2.748
6.893	2.756
7.061	2.804
7.323	2.88
7.55	2.956
7.759	3.044
7.973	3.15
8.164	3.274
8.342	3.428
8.532	3.62
8.706	3.836
8.883	4.088
9.065	4.364
9.249	4.65
9.434	4.942
9.625	5.236
9.815	5.526
9.998	5.814
10.168	6.106
